IMEI	Advertising ID
29771	1578841463998-192684357453304296
80871	1578268361345-8790150080116637798
74517	1578083445471-8647395178657099458
38089	1577910187267-76118825542756223
180311	1579036166368-589474676789245990
98587	1578615047483-5545904012979430782
370143	1584789165723-1672881923394565371
434019	1585683070235-2745408175970243094
397426	1582453875204-1153076118001732496
409458	1583627510623-4330514163339154398
206840	1581945899916-5067648577303152547
433301	1585556760791-7603189747491316478
155650	1582758364077-4711286212501063883
397508	1581943441852-3051406344083384772
421140	1584824304861-6608397022552517912
332830	1579539079211-4539687632595648979
436424	1585829988333-6341324678883765504
405482	1582989228434-8043599226914334705
266395	1580549961586-4801357510168404038
415809	1584456942380-6870969577024185360
129871	1584547661365-1718203340064129364
51178	1577877400851-4152305539474177680
127426	1587156431524-3430441123137248131
181991	1579040733894-6647969297960810157
414319	1584318819828-3233447979012251039
271204	1585428797512-4032150409698237918
221104	1579221206962-2051565030114519463
20009	1578558242424-3819498259039579350
418811	1584650008696-7960231014004630143
110971	1584660702761-6920860796939446226
63200	1577397052569-5465372412300666583
413142	1584196225876-2990152995884020159
62917	1580562856394-2816812446452961915
408154	1583416425656-2422105525930881331
447440	1587503857387-3300777646669886503
179627	1581859214136-6350399011029359157
77123	1578224316187-4929632565181395059
398433	1582285841124-665707605805223049
279638	1584117835405-8582554133655274776
402588	1582599702075-5815318313031443933
123396	1578781800478-6206843707262015136
420794	1584807311204-7936057367919197203
1870	1579473431344-6352165026668465445
397693	1581963248553-8180736847380070021
71189	1577838210606-6700800616844448254
27632	1576378462610-6753417693017551352
446224	1586285886971-6012201926126326586
189935	1585151188078-6087055901782080522
375225	1586895217909-2404630903084675351
2562	1578328459235-811786211636224422
44893	1576789262978-2809584308879608869
49315	1578420685505-9160754025361173089
398448	1582053381913-7037750558704076206
146047	1583509810214-8263357533938880318
460011	1587499421975-1536656808969456141
432294	1585485027217-7970278984562495771
432857	1585527921574-7036521168571242810
399210	1582144589525-7164192602009057072
442024	1586097922817-4620359682746182537
398416	1582051019156-1078444907108736648
397704	1581963928144-7528294770481101912
408254	1583431125181-1825808206917531068
414191	1584304766194-1798863074547172493
358591	1579802237782-5933742374846366056
122816	1582327890175-1944551984969474772
193446	1584658779636-1075408537958751638
345417	1586880735887-7561846032706578406
382934	1583436899771-1916255193388930654
38462	1576558141480-8555086666928203682
424158	1584987688187-2946107404210936865
121631	1578774500886-691144236208656935
377204	1580250245684-4096176652901963855
430324	1585303769323-2728202682459176198
184587	1579113010250-2105435578800080177
118510	1578831164309-8931891995230226410
215502	1579203175955-9184756139252381969
38375	1576896843386-5266774073714315652
436439	1585830612558-3826806472104099034
362268	1579895944616-2725302471901479867
355066	1580278684859-5630932625461416362
105909	1587426926922-1388769204992711812
415622	1584444153432-5509894703442581270
150399	1582591050480-3304604329270725518
2583	1581517604664-5891773222231410249
31302	1578082124123-5888555731528871993
135985	1578860303578-69381197637948044
399033	1582126358517-4525508912848550354
400417	1585861667826-8155091274064160149
195991	1579107186484-6586238759210238593
402318	1582527489907-3395551887730468745
91124	1581241048436-8949558909743699560
283904	1586958115553-6808027126426524066
129988	1585914247256-3839449230204907509
457878	1587196534725-477439111633064280
380308	1580335525269-6837082857257087347
372889	1580146401963-2182510956187199047
69180	1577700158827-6374905900645672890
414774	1584369193434-641577056626020272
402915	1582603036638-6236056680892846352
131504	1581836963231-2119658289772405466
459975	1587495242771-7261900245366723233
403836	1582727323559-3851656827028521391
162573	1586324334687-118702401103150038
433085	1585552833044-6513273932404097794
167386	1579474837024-4604203183073893852
446299	1587229708452-4390125916141889566
150811	1583171827941-4846840401172674964
151369	1578944791271-3534354078443763360
208501	1587187472722-316305797344330354
65518	1582439394443-1995519638485709386
153094	1582292028531-7882876584537302511
45349	1576802905807-765166230360158683
75383	1578156815149-3197082545370453719
373299	1580153011445-3887272615267200653
148265	1579111014592-7267402026383722586
402295	1582521510353-6016148841114833717
70122	1577751481475-2171430056913250890
63818	1578082151024-8300323896123090748
372217	1580131098611-7274981547055146421
431669	1585433146742-6369189493140103543
282957	1584361950668-3013804137052512387
107452	1578687453272-6813510835966876419
29607	1576411133972-3766086209847365546
66203	1582739051791-1164686616818823353
63337	1577922879616-3439477766566959818
53535	1577168995005-8538749397030602365
38741	1576569225223-5795407326853516459
402097	1582492081896-2514485838116093753
83827	1583671714853-1571116313491917570
361783	1579887035625-999736954599943928
363187	1583612902469-4568157931612967452
64684	1580676653411-7880147683303151241
459516	1587411221712-8385515843854885010
123092	1586896864278-4396438933572986325
433993	1585641282219-3871443518529874353
11733	1579387194951-7494923726055688460
408818	1583523708126-5544824961921503528
71715	1577885609691-4518351056578401965
412663	1584132237350-5467941734674877261
26484	1576358861243-7971897609942453616
433395	1585582023013-7233312519067329505
60817	1580689138760-7909584755803295681
46231	1576846780028-5065708330738226349
211834	1579194138253-3895612152569026014
141041	1580122810397-1988441849434261370
281895	1585600836513-3694802857209539657
442330	1587475221961-410594084154458513
110183	1584019587342-2803958364227436206
368670	1580048393847-5513451665098662186
427704	1585150008084-4474915932520664888
124320	1580395161131-8228116356560325496
434721	1585686892800-7752033309244788916
91522	1578516329160-3928923900854515604
398495	1582140504314-8697735219389715921
75189	1587497202102-6307143603116043258
13678	1586959597163-1720688839017812164
377658	1580267738960-8970250735715555463
36524	1582098639084-6602312523587653621
6282	1575702433811-826875146392492811
431667	1585425578670-4913869516816291449
281918	1579479430164-5887621644393662084
435460	1585758071975-2187381344447973973
433336	1585577735119-1495041701133004901
423428	1586624012513-8022316103779766732
30770	1578583394164-7095906688237421611
232225	1585168443685-7160959527724032803
427661	1585148587272-4505720286894944722
436720	1586015860816-6949665776872474213
4020	1587496565264-8965391473171507578
54937	1587108923967-359207412305113954
152152	1582047576962-4786847724320546961
442718	1586115096518-7499039597530778392
91550	1582633738176-4497150570357662597
95884	1583384903774-4433874682595451491
46865	1587496424861-2644354812444163162
443930	1587431428563-3420008767143312953
91297	1578513084944-708020973658179377
382866	1580417342902-2447975575200887552
44847	1581699060228-7999837207612839953
115411	1578936184790-2233665374311918239
4357	1579680574469-157606096836326634
364496	1579960575680-1539838041922930438
401120	1582395055820-493998551674684771
166646	1579887683265-734475019682513444
411493	1583963037080-6809798185614464676
417052	1584533465303-2518794445075287575
438127	1585926297015-3951187373588438209
373429	1581523940031-5769492204790524597
6843	1587495860122-3344172607252952404
369199	1583671017652-6426100980193445448
68453	1587495540252-4656004872348552192
89368	1578469448364-7469915713891330713
90822	1578505381494-2790760955984958480
358991	1586898585353-7054749519260482473
211338	1579199493256-6309144417216701115
50683	1585252737447-2943667684697949951
431582	1585543182232-8244787571927364710
402167	1582741739602-2188953969576955133
459963	1587493256413-3927657267379542025
45034	1585941551166-8468745847333120085
144052	1580591865421-980686552565171764
411241	1583924705921-2920831444647312108
135297	1580857320609-2020807150597679986
44841	1576787839899-2777456135357237313
137949	1578871593413-2442709673389003659
24744	1587493945769-6233198558533349462
404455	1583446993036-2775617622587063414
337306	1580558150176-3539255865177194844
37912	1587248490988-1061502131846275310
4805	1576253577647-3157457803323406144
199813	1579121573219-5809074284664572137
61917	1577362267356-5712870030428243324
57875	1580556291205-8798992805415414293
175277	1584173474134-1148228533272857710
24913	1578433454382-386758344175361873
404787	1582882461045-8503025938682029637
69803	1577734368318-8522688507427350118
423487	1584961068721-6163862352052480976
401844	1582472797489-3362828213933953931
404590	1582836816437-3450467528194187312
280848	1579382318733-5977307619334635870
67988	1577627273396-719830853942002261
406130	1583084511092-4425434771363468504
126355	1585873852519-4900605784442364939
63350	1577402195848-4875374025816481326
409138	1583572247819-4208295418339306308
111969	1579651553565-3211545786373587881
76993	1578222299966-8823713319031195140
117252	1584856543271-7723990393380328501
47173	1579947306205-5846345577935647686
424655	1585152223028-2836753819556296181
6418	1577535466021-9166888254413542167
145765	1586971711611-2620021578827272828
200528	1587417380361-3181176167123510221
134169	1583524705426-6056365747149656488
38999	1586782571288-3661625251325193487
91362	1579462632329-9003138432446308663
42295	1576705319505-5731003500096922665
58090	1583579663668-94423842928737744
66343	1577544434986-594992157863762554
155960	1578956470321-191022231491988973
428568	1585185467764-31299862573024274
60086	1587493191440-7075141048893703611
137652	1583949254277-3181614125734781577
458864	1587313091532-2413761632407257275
96697	1578603115374-1679581124946605540
195980	1579107205380-2386481948235716137
371233	1580097912532-5528718691671902177
166046	1579002358953-2406009047129157803
459920	1587485691103-1122302036171121223
77767	1583399355667-753352865061460017
77458	1578228786594-494052700924259649
55591	1577199363371-6455519452464965513
459886	1587482230758-8058760374419706116
44608	1576782503323-1196681651738700717
74591	1578088060630-2955385393952825001
91499	1578516071016-706268968511807060
51201	1577043087010-1106387133732555118
408853	1586892085032-7555104879019484008
5811	1576401422938-6434037454350829793
128078	1580414816232-8436625672852750576
374813	1586849699072-4326000124483838119
403931	1582737468272-4143915208448689973
219775	1579212976044-6091082627656894896
459903	1587483642170-7565563033972819102
183742	1585178603858-3242141506149801995
358645	1579803207640-6572779854627755980
362227	1579895220425-5477054503041789480
442395	1586361357882-4944655004764159607
255514	1579336724809-7535673329747329161
108163	1583461598249-274442028692070858
447305	1586353562481-463856808239760737
404460	1582817876628-4291888648132842757
136321	1582492436070-6969562823277502405
4525	1575590786838-8352536550944718247
105980	1578675579938-6401561579699756540
213762	1584707844116-6545246510514714944
47361	1582821437977-5636901662822683845
56017	1584448731931-6361037719400431725
122296	1582925834624-1794348775567112983
357219	1579771921014-6960782001006098926
428840	1585818354263-4247282855608519743
397169	1581887117205-314441502743358279
165218	1579098837354-5650684884439599668
148914	1578941502568-5089907051663398538
57127	1579121680239-3847277563659573435
273425	1586285814019-3680796892839462687
408377	1583686169906-1544275305409504477
48724	1587299227927-5502064878063311014
96043	1578599330550-77087053532444766
72504	1577923271005-2434591796099317778
235656	1584981801945-8677265759013447395
419873	1584731782014-337057929883940274
410956	1583861783442-1319784844882584940
50622	1577021714960-4926138998237475181
433015	1585542722750-6297396668298965145
5936	1579026696647-3937410581269429614
358750	1579804985156-8144910462654563293
365257	1582845978645-1244251050685256779
75430	1585957854791-2378298446906744134
397135	1581883141182-2607647026784588224
326205	1586037140658-6502906766303785516
429695	1585252101843-8031079932226119844
8732	1587369290327-1640548940990158649
425332	1585047799144-5744561915041565955
371925	1580123287259-8927213272499801296
355292	1579720566709-8511502565741901024
132116	1585609535815-7448021412679830133
135831	1578859572886-71293250924741961
61371	1577341605620-1138376891365345372
395360	1581680421211-1193794124638118107
424555	1585002686328-1067007902205923282
422337	1585070097313-5490911726640626979
229435	1579264927276-583459890773767181
170781	1583861484420-8399615401381213418
42006	1576690047062-5222872114329965104
459924	1587487401544-6246082057443039232
276636	1579374947359-3174260042328035766
428914	1585208375708-8538984110607684648
446405	1586295790753-3636824271595030429
201977	1579132229242-9155211141133605689
32082	1587114334510-5711686387271904151
397526	1581945533259-1762651665181064607
329568	1579526035444-5103904285868455252
315791	1579464644789-3142350088400284960
427501	1585141828974-7967666122284303968
381191	1580373692630-8040476557547577488
313475	1582229686606-3273388312306819077
369757	1580064021431-1895361887922964705
48606	1585653021109-5717568151505790336
379930	1582090445948-602339000997934695
444204	1586192613043-8687536417342299375
83216	1578316966512-1481136233073257290
330001	1579532691443-1890355799973169293
171021	1587229847881-704870762220949740
44573	1576782178987-1406640928330920925
341689	1583271336454-4927026483275206996
431662	1586013379051-8205194695440627269
35093	1578198962045-545705853077576343
442140	1586102992213-2703406237351348234
4666	1583048149605-6339561863536095226
459919	1587485598631-6256216774559750805
409966	1583685924784-5943694326091480739
310372	1579455389289-7952925970877578582
448610	1586424861327-4508999941623653786
275163	1579372546197-8324377505978166003
377288	1582795644027-3470449713596997936
418930	1584657186109-8383784998034757452
418515	1584632219836-5629104637529965255
131363	1583828980077-423347934643446750
118490	1580721105041-2986927826587317544
409424	1583602461261-3150410834974362590
42845	1578843467305-8541389100087424134
456038	1586964469926-5566836249461555116
459450	1587400647076-3596955541195825176
65979	1577529298637-2201700709248146828
94568	1578590832385-5902532359305903678
72432	1580046935029-6704109467007137048
51719	1587306267943-1774375259160026742
259989	1579427332802-2039572410182346378
90192	1578493517415-8639932755491155171
87280	1584539319185-1841409841505919220
293002	1579425239141-259046253004204490
405720	1587332481590-4473397305363276225
445569	1586253482623-6388737563825682651
3426	1578756235225-4572032425196865192
45635	1586201969513-3499601896556357427
101244	1582055696314-479007987579684428
337329	1586037624559-5017433759269710300
35642	1579976475575-5674553585652779937
293561	1587272302163-544699448148523947
184134	1579048712710-7170126175645388545
67580	1578158655429-5344262965041827766
67730	1580653984127-4716896432676597272
459482	1587406452241-5472060936536576767
431394	1585405517498-873520910601021917
395714	1581720384465-2556050505513458659
423689	1587482897935-1136927445788705271
62321	1584787291906-378527828036782434
31025	1578427398109-6732811348024010648
459767	1587460098224-345367979419814595
72892	1587477425292-2873231736522502982
399531	1587393958014-4915937498947221270
459882	1587481645019-1581013705207850942
403140	1582635904680-9082722699140057983
22066	1585754993341-474335774633856994
421154	1587481059205-1654528991775197030
425791	1585064863605-612011199217201090
403787	1582723180749-2252458297743495279
356725	1587083769677-6711950348389368521
15875	1578673038434-5554013056160358481
46776	1576855814798-1824166743175364169
459864	1587479662117-7447356286965986942
75073	1587479802938-9141435216729807979
433453	1585586988201-4058316992791902648
63201	1587479053170-1227342996625970330
51776	1587479206235-3449604828105736296
126889	1580699521746-5827903544021415854
60633	1587478558244-745283761588535982
69583	1577723612204-6555155101571838523
455193	1587475577646-9219408240354777561
413956	1584284246857-7585005858392356168
167843	1584813348420-1499325760470470394
64857	1587473289565-5915751229524051330
459574	1587423580494-4103964249586197353
97651	1583643111376-1007643182530347118
458710	1587296456818-3895189689495695884
12305	1587399061293-5965338628604079774
205623	1579165404239-895155445052718789
459774	1587461625050-6378792860619600880
399119	1587471179537-3292402057335047735
418567	1584635126037-7633907964771445869
459714	1587448755572-5825626606679660737
3104	1587469387198-8538807736019799908
448524	1586420325049-8586397071487857985
458086	1587465849533-6432081464503409884
404823	1582889345569-8242517674124052752
425127	1587466070074-4709234030275232853
15328	1577709142153-5792007571844952200
43862	1587463588253-972309185704943643
449993	1586483362544-4798405664287379512
3660	1577831557234-371005893118244417
459419	1587396143265-8876863624793434861
28497	1579663175796-7616946992984875378
138520	1578877769089-7421983521940808222
397421	1582463695870-8952962638939603238
405302	1582966959063-4390589797927210105
426448	1585086095091-5444914656135467881
414566	1584350123966-1247740214734914489
459636	1587432754303-6062410607319397225
82552	1578306408901-7359550300115370560
458641	1587289924601-3742920158296533367
62998	1585657531643-7988320637678890352
221906	1579340339517-62139511329789097
96623	1587453789858-8523304912947635924
431081	1585374564392-8620195106980972505
458563	1587280782048-1761770763202520612
62675	1587451782503-5638439783456333557
459616	1587429541827-1556300929944880240
255898	1580713547958-1953123313608646799
218365	1585026030861-3042869858857058401
456455	1587016053717-2836632974554810065
2684	1575306641827-6549065600919823010
459292	1587380397765-3670835303401677640
10348	1587229235883-8090372645105515598
65672	1587108843999-26922442598617631
382851	1580416532089-7868035703190652681
404185	1582772926876-4776139307278866132
403642	1586331670176-8451459934007972345
309585	1579454301377-3168119782957495116
435376	1585760790951-1785486643544280948
403594	1582697415645-6958564370495512349
408021	1587442028576-3510761544432127809
459453	1587400936473-5236881521455501786
458829	1587309310909-8708182040719749877
57284	1587440539213-4336493748865095316
459180	1587361884666-4001406163627196366
380830	1580360001623-2952520256724997953
414002	1584288187139-9125372773491286238
75873	1578190403739-442045273425492270
379150	1587431926012-2250323854118219995
417791	1584570848001-7567331568989034799
51488	1587430672142-6379292938844664716
458529	1587276535680-1465310823232441136
444108	1586188940667-6282689946996705845
430982	1585361027829-2805359877399436311
456712	1587051086276-2331681835449271835
13747	1586889011750-1531908955057686942
424704	1585009694784-6695107832235453659
65295	1586353756348-3927763592735532123
81888	1578292703579-7622181628084823103
74623	1578094257583-2532031560525819673
171045	1586391120842-7496844328173353761
417916	1584579101176-5013243484820267754
258096	1579342088870-3190836648618330154
458241	1587240229282-7324497503725139588
135463	1579442535894-5847389040580699698
432140	1585472727593-1406617969632306552
418548	1584634105479-3481960020599226049
459552	1587417899149-6952831740226010833
93995	1585166702333-3466874447374358289
459511	1587410478830-2541942241492592237
433203	1587417857963-2490534077743584146
74771	1586258431657-1924610670901628882
51573	1577061577355-820001720881687912
56251	1579298736593-1941666571049543736
43686	1576754535950-8521643512985841670
431153	1585381319345-4686258791610732624
459473	1587405548498-6273798578816515167
459501	1587408529789-6047567838033441026
24710	1584129383429-2490043814513998557
87769	1578422754001-1715781285427041563
435088	1586312459816-7304768772532304978
368855	1580051408987-6850802694114785267
375755	1580225729722-1853289154440069468
459416	1587396006529-4391530806075952574
458855	1587312167506-8281776588026093197
154796	1578952909536-8984991373715413561
91539	1587409565477-5806288779467969525
447366	1586462211854-1521931924731041606
435954	1585785088336-1352406205877909298
459438	1587399313633-2754936650361923876
264965	1581197932224-2960651349012030829
120575	1578770397610-8292732517797015235
454771	1586810096099-9209507422079379029
362606	1587407725182-1198107926076286991
43035	1587407332674-2824250655409969579
84714	1578337914390-4361482369935199250
17614	1587406755548-568897472334798348
456808	1587406417850-6917525522910677330
373582	1580157307037-8073615031012986661
66259	1577801513118-5618594323511767982
433946	1587404851885-3513273706799595933
80544	1582916484879-2510535031915703064
2150	1587319424509-9065323027451416080
181676	1587365634051-7485077221421100485
436400	1585828001453-7145695481650921977
459070	1587344465768-8696512085802622139
73106	1578423122576-4714177512051525101
193068	1579096696330-4787908620515305690
459349	1587388261425-4734731972680829742
2570	1586759445977-4457716380470451253
459445	1587400246218-6648524892226786513
420454	1584788971045-2291881609281229085
441687	1586080240999-2394395449617118077
70410	1577782901396-4322562018352644843
92613	1585090598808-4517804241534634212
458290	1587245528368-5498567245632407781
83106	1582876935835-896308154678853648
24370	1576335968495-3548668510789847150
398160	1585711992927-6030562210856650114
384718	1580507685366-4899321669878994072
404778	1582881027729-2793382588743191459
323834	1579500084146-1800078276258112684
459371	1587390342976-674728101020850465
445045	1586220751032-2816204237938157702
400456	1583414023891-6005456262164956109
450868	1586530225894-2307688281388711816
19756	1585928302876-1481587634541589816
430508	1585484019201-1447794476162273518
60220	1578519937266-6654418507891839968
58428	1581000926593-417196421335740534
150136	1578941747036-6192187522402384829
458925	1587318919627-5616265611408043437
267658	1581858727452-5466077994238488712
113297	1578997253216-115092362080503972
380302	1580819251619-2514663171188937116
413212	1584201778847-281364495645476269
68750	1577660110093-5851736805954010870
452551	1587392957149-8075443977438648906
13250	1587392354750-2852921497700686042
403759	1582719248059-6110387780534274549
94212	1587321525741-571557406820920776
459380	1587391182671-4530627687298979994
459360	1587389178735-3051737315617595047
459279	1587377878600-2448013174240126595
431812	1585435650115-6058054573651308404
331094	1587391289799-8430229214966321719
401626	1582457713592-7256092187323415892
458606	1587285583146-5761074056361969865
162922	1578996694008-7421902914630019205
33952	1584664694412-121473771451615011
414080	1586443991095-4600612871475967064
427465	1585139900436-1906697297695025581
401438	1582430809396-5848412199779110165
36563	1587388926645-2817862151226682977
459350	1587388267859-171268330435886492
2494	1587388576735-5491297460255037885
459039	1587337971802-3428960335723123361
76073	1587387782769-5606087913078624181
108297	1584801371197-8343846448057941138
458434	1587387135605-380148473821786646
458107	1587223800515-4945483695271087517
299861	1579440798701-1656255351585416228
74082	1587383944397-5123265939151909117
46341	1578854177594-9220288048864647990
459300	1587381698609-1798703391770233612
131015	1587384245987-8575297208628477681
75013	1587209432265-5567076096647843646
73509	1579718975135-8382685365520472227
458749	1587301269641-8698929969981677127
432713	1585514815380-5988365225699695275
404739	1587380806495-1810096048199024409
32848	1587380772700-6424131112027917531
66674	1578230793204-8301338975932907056
459263	1587375370102-9169699508765953919
455144	1586859693695-3019430247800739925
49383	1579969905311-7851083062472268493
459282	1587378058033-8174554632862763226
92348	1586032679411-1405184185349213828
398056	1582013887195-5918622159564978923
458726	1587298173705-9044640913831549171
4676	1585310511355-1842969873581258174
459210	1587366553415-5638066213598507112
39897	1576606987435-1135711013277751266
458908	1587317506081-148236639805131460
458889	1587315486816-4002522578796784395
66117	1577535834443-8960954867566330445
409648	1583643111376-1007643182530347118
458957	1587323802547-2872486104085579351
459227	1587368909128-8177549542910011843
459108	1587350791057-3491182827546441535
425590	1585057428502-2820720625223504767
262961	1579350857611-3625040346179823610
135070	1583415132864-3395222242218648320
431060	1585372618449-1974576428186539231
232555	1583467950208-9081454515544578709
425368	1585126067985-5737541305823155391
66042	1587364472018-4706498302057258283
421643	1584860230911-8518515514176559648
24487	1576336749588-2446548068582070220
61216	1577334118517-2550741109384743762
12835	1576229134615-5130038288458288891
441449	1586066762798-4550620499950264627
132815	1582819343929-9216691251643685900
70593	1587361065507-2131093262657310682
75611	1578168651658-2971467907900239850
458174	1587231824910-4371091733714536044
457950	1587205538223-499914074162601077
80703	1587357492414-3522791370572299351
5515	1585404774985-606344777710007201
351915	1585888498936-2369377632504866276
66796	1586996906679-6400195092420279527
90622	1578501856332-1864245970217012918
64604	1577465082233-1472217189068639155
426469	1585087011053-3516507622685743288
229891	1579266095057-564556769056454816
34228	1587352403840-1228035197980202755
459093	1587347908281-1948275341889875058
459111	1587351192171-2776484225629317391
441149	1586047165319-22002178006025154
28146	1576405145652-8163990752641467281
70797	1578429543129-1444031696108673071
410313	1583761175761-303811218646851529
361772	1579886823350-3817275416079836942
377554	1580347584525-2173522923036877596
459091	1587347423063-6080124248257838195
53580	1587347785538-7722558147099893327
414316	1587315039490-5238151849424395416
330699	1579530552825-8367949638141144062
433527	1585593576242-5049002652754308688
458933	1587319726032-2436302260883113568
457331	1587123199194-1943293742632149739
451693	1587343450817-657261090848316794
42900	1587343187054-4932670740038732930
412764	1587343039640-1884779931209614575
49309	1576964598251-3460813655982043673
15993	1581518101121-7529318183176804059
88424	1587340743088-3261434167315167404
458657	1587291886119-5342418017389397455
405159	1582941074497-8769175638427070517
436183	1586726533515-6652532139055832622
104196	1586569373757-8564167932339925898
270700	1582234100051-3679366852391473001
143903	1578920110896-6799308209377485223
363763	1586246011281-2045039281812186796
458240	1587240027988-2512046908015414355
458536	1587277193911-3937902864062554803
426020	1585072585233-1551386344991637020
74526	1579110362553-8136071920206065642
433367	1585580231457-5685844036315337975
182339	1579041517238-3715732177585301455
122541	1578831128292-4401218652411308052
64739	1579370551983-8153088195649552940
34600	1587330448693-4026819079670971725
459000	1587330170596-2162996697192009087
458932	1587319443861-1757907693587797149
450095	1587329817912-4901931435086737202
444047	1586185760895-8324554212537350726
91170	1582586003724-433892069388399754
32573	1578493883716-451496821702595048
83424	1578320066931-7279113031441782041
432322	1585487110349-1056470957561295720
75552	1578167069472-4766701861111917713
357973	1587326999979-6276743601721926534
444158	1587326888583-5561344466211361372
271847	1585663301219-8083423849759360815
63008	1587326390641-395748017799290739
404857	1582894238428-5331619846892452021
176175	1585421812582-2323431929373887481
172268	1580598465289-5903411517559612819
172826	1587325512557-166823862455322884
99932	1587235393334-4976663008400066068
118739	1581467092153-3466076236156028942
430834	1585346934907-8732490953912715046
217746	1579634346609-8639049508873483984
445226	1587323575501-5279484220496145397
458948	1587132766722-2043939177256227630
153924	1578950458395-5683973683277499240
440183	1586019910844-3055037083673901022
434467	1587320844932-1066694037180101250
34889	1587322135355-704866428843636439
211830	1579194066551-7558370466810358721
413939	1584283167320-9006739465914795467
420037	1584744413413-7045218803539682764
68718	1586469026189-1781189089507408821
342104	1587320629665-4252363083858372569
255699	1579978081139-5337684423391264925
399930	1582237110559-6251279071591654344
403340	1587319338769-1706541831835068445
348976	1579638186624-8173388272868319047
113206	1587282422945-5571196724380912310
277797	1579376993955-6751189710722521831
432454	1585497902377-4496179026323075154
417105	1587318424249-9190716835801702379
94165	1587318455681-562808317984687803
458570	1587281686970-2924219294505525376
440499	1586027232199-8427758040869836084
458307	1587247367537-3274118946974215754
13374	1587316315904-4741038464268055998
71999	1587317482541-7209834535807038450
82969	1586547088868-446700230352304051
31590	1587316841072-6442098085055612015
458835	1587310000292-5695005393124022917
253578	1587243907536-5624145513962831259
419786	1584725885782-7444255202271344790
396375	1587315856050-6370935341819375495
431627	1585421814984-6655796193772285140
406778	1583193816779-4414669719898239907
73014	1587314351099-4528200000430234160
27108	1576367046745-2496790571114479831
6949	1587193276461-5661505022000712847
27024	1579084456341-7680167488996285336
73811	1587313187965-6644232091869954343
3146	1578135453304-1930292841220160640
16227	1578518547020-7924075173593112534
42288	1587312895300-921766553568101118
384575	1580499284364-1667174412335141935
203635	1586153297707-7500904865449810296
396956	1581866448688-2894942867305342987
25318	1587310757690-7708964862344875920
363967	1579949792545-8285643896317315466
59020	1587309935226-6574142844955693036
451571	1587118534425-2915879043846270236
44691	1587309391750-3685091217070813497
38151	1586388077930-5322230259181232312
458625	1587288027402-2156378342543492044
77409	1587199037335-7254629032405799153
373186	1580195691961-833699137923119729
458808	1587307072894-5942179244747068895
458796	1587305823259-5262718595654891321
385355	1581248512443-1510514814162800124
67085	1586899257644-8615146189570850204
455287	1587306996559-2125651000463948147
457414	1587137788488-2023113815285891402
420614	1587306302771-2206295786026011839
55697	1587202103945-4938430990137684349
455291	1586874858173-8986038359951608178
59441	1577298045818-7242447867085691363
431741	1585430826309-5223776292879847816
458789	1587304877796-999031068551142134
443329	1586139437406-6942952238491320910
385086	1587304639312-6461590678045784862
62079	1587304688737-3717634243669301382
458759	1587302020889-8954486507610201973
442294	1586277471143-5648717530540566304
458166	1587230430866-1038507829072236781
279583	1579380893487-8567531400885267157
374141	1580169142993-8385506933739332908
415705	1584450278744-8535233023667684834
458724	1587298062579-5625761213746616149
194984	1586827809678-5757320000437339481
21442	1587300873337-1812328130082852985
122002	1578775938631-4838038526419660948
192811	1580635960381-9186961283730007503
445562	1587299679345-4532748791919845389
51921	1580535119468-7108340712986456127
387009	1580688137106-293217110721437031
105190	1580663924795-5935112679079798345
68369	1577643443965-1549246523154792844
28759	1587297084596-5339254944676005869
704	1587297407862-1036837420280325549
114280	1585321933109-3166164550687360610
20988	1586724637678-58636352500959370
443297	1586136371856-2578958799273245229
3207	1585945940903-2499762859471337235
440229	1587295872649-5445271700338465243
412532	1587295958250-2497889746077592884
50837	1587294357780-6088447903288573667
413950	1584283770415-272553247969640333
458395	1582263334240-6599899647948340028
62842	1587295557550-3244364772489243560
457952	1587205617381-4280308130942595647
32775	1587294867190-796427641483856175
237509	1580034386720-4389093217723222860
155435	1580551486581-1162244340267890568
71086	1586665428590-4216950702698345679
455105	1587293561953-2099035202552454619
75482	1587292401150-5926409621490189165
7746	1586033063581-2639720661026270697
411744	1587293362441-1228645700159528270
43821	1580687433313-6357895093356053077
27367	1586645332084-4637240289827698124
415532	1584436026240-2129435083048630064
56326	1583596688884-1314061220954250270
429350	1585234626928-5988504103818809779
396611	1581825154516-939027767370264202
66827	1579900796092-3279004480371419942
97372	1578745933586-2213463480251196820
75555	1578757140757-2242659913986491004
232965	1579274044462-9085201790294579812
403992	1587289047519-7868771720154074095
142512	1578913964764-2248172109973470730
458224	1587237731911-2889545364647207228
383932	1580670636854-4933717704090757329
457383	1587133496003-2558119013026037546
172828	1579073624262-190102910285307181
6330	1582958928136-141780856265388480
77393	1587285393341-5703490108588018474
458362	1587252725316-965494194264068685
457917	1587201542449-5950926289897145164
25172	1580655233774-1987999789018498877
412015	1584045157061-7521322368393953657
344926	1586358165632-1102358497853256472
69834	1577735268075-8600750588418332412
383502	1587282657546-2944323026755172718
147630	1578934824364-5041656127390887632
65934	1586698587168-3379410447030433325
418257	1584616347819-8832511928857419279
44574	1587280079646-4076453429656626763
451918	1586581813611-2555591551720562381
436449	1585961644243-2454293168660946677
458548	1587278270828-5546093262309092113
209379	1579183680919-3448417690897818286
457936	1587203594367-6589492221714768406
70689	1577801967806-157445406478355368
284768	1579524865359-5253598785480328848
61150	1586866111750-8646616564308728725
